========================================La matrice des p_values pour 3 lags est
========================================                  Δ_log_BTCUSDT  Δ_log_ETHUSDT  Δ_log_SOLUSDT
L14.Δ_log_BTCUSDT       0.830483       0.841952       0.699533
L14.Δ_log_ETHUSDT       0.336684       0.442503       0.579215
L14.Δ_log_SOLUSDT       0.849266       0.684378       0.880780========================================La matrice de corrélation pour 14 lags est
========================================               Δ_log_BTCUSDT  Δ_log_ETHUSDT  Δ_log_SOLUSDT
Δ_log_BTCUSDT       1.000000       0.790138       0.758443
Δ_log_ETHUSDT       0.790138       1.000000       0.748365
Δ_log_SOLUSDT       0.758443       0.748365       1.000000========================================La matrice des p_values pour 15 lags est
========================================                   Δ_log_BTCUSDT  Δ_log_ETHUSDT  Δ_log_SOLUSDT
const                   0.500043       0.692749       0.822515
L1.Δ_log_BTCUSDT        0.000127       0.125374       0.078406
L1.Δ_log_ETHUSDT        0.836257       0.669674       0.190446
L1.Δ_log_SOLUSDT        0.000046       0.002276       0.048178
L2.Δ_log_BTCUSDT        0.411643       0.975539       0.979367
L2.Δ_log_ETHUSDT        0.482978       0.321078       0.001927
L2.Δ_log_SOLUSDT        0.030967       0.220924       0.008336
L3.Δ_log_BTCUSDT        0.008938       0.025394       0.001082
L3.Δ_log_ETHUSDT        0.215590       0.040190       0.001708
L3.Δ_log_SOLUSDT        0.425765       0.612603       0.977737
L4.Δ_log_BTCUSDT        0.882849       0.885062       0.654368
L4.Δ_log_ETHUSDT        0.867247       0.724689       0.409647
L4.Δ_log_SOLUSDT        0.212845       0.430092       0.615252
L5.Δ_log_BTCUSDT        0.503000       0.222995       0.956104
L5.Δ_log_ETHUSDT        0.740694       0.872446       0.598413
L5.Δ_log_SOLUSDT        0.292012       0.591414       0.255492
L6.Δ_log_BTCUSDT        0.596432       0.826751       0.430129
L6.Δ_log_ETHUSDT        0.593491       0.583542       0.424472
L6.Δ_log_SOLUSDT        0.489266       0.856174       0.640343
L7.Δ_log_BTCUSDT        0.125084       0.075975       0.022560
L7.Δ_log_ETHUSDT        0.755613       0.525573       0.304761
L7.Δ_log_SOLUSDT        0.089309       0.003209       0.000050
L8.Δ_log_BTCUSDT        0.798941       0.223865       0.664533
L8.Δ_log_ETHUSDT        0.463887       0.018480       0.789284
L8.Δ_log_SOLUSDT        0.185694       0.054985       0.498857
L9.Δ_log_BTCUSDT        0.470215       0.711674       0.554907
L9.Δ_log_ETHUSDT        0.633158       0.877381       0.098662
L9.Δ_log_SOLUSDT        0.755316       0.618369       0.194814
L10.Δ_log_BTCUSDT       0.949293       0.857344       0.343031
L10.Δ_log_ETHUSDT       0.536861       0.151436       0.764388
L10.Δ_log_SOLUSDT       0.798512       0.552187       0.239545
L11.Δ_log_BTCUSDT       0.146629       0.306594       0.015212
